experiment,model,outlier_type,val_rmse_zscore,gap_ratio,gap_zscore,mono_violations,mono_rate,max_jump,mean_abs_diff,mean_rolling_var,mean_ma_dev,slope,slope_dev,slope_consistency,final_pred,mean_corr_with_others,min_corr_with_others,rank_in_experiment,mean_abs_div,max_abs_div,div_growth_ratio,div_sign_cons,early_div,late_div,val_rmse
Exp_002,CNN,Inlier,0.0299163382907799,1.7339701184203702,-0.3190502402192895,55,0.3618421052631579,12.153457641601562,2.601960153956162,20.14046199501399,5.029363679564311,-1.0304022876405303,0.0304022876405305,1.0276364368260198,7.939626216888428,0.0007423163809809,-0.1078041213191623,4,9.6031855525162,28.46773316823075,0.2377145576748201,0.6405228758169934,17.27543938211148,4.106623431356798,21.075926352852427
Exp_002,Transformer,Inlier,1.270659598223267,3.398208431749778,1.929121076591832,2,0.0131578947368421,2.7274169921875,1.050052655370612,9.204959005901989,4.5921679935560205,-1.0519584763389267,0.0519584763389266,0.1431818492383011,3.48505973815918,0.2084593969226063,-0.2865949670144679,3,5.312525088915463,16.37064738521252,0.104063458489019,0.6928104575163399,12.49788353494351,1.3005729844391885,14.011442685285726
Exp_003,RF,Inlier,-0.1190647559397738,2.2900606188233867,-0.2020687345425263,47,0.3092105263157895,7.669723369224343,1.6598915089649613,9.38505035430169,3.937194787445855,-0.8949777828661524,0.1050222171338476,0.3216833622070668,1.2249608369138645,0.5652366050559111,-0.0508905784530071,1,4.032242519878113,19.45979990236773,0.0555549307271168,0.7516339869281046,13.212685097636342,0.7340298053183957,34.81187800675706
Exp_003,XGB,Inlier,-0.5057730523485551,1.6264488550078362,0.616279515238317,38,0.25,8.52276611328125,1.356098965594643,9.206001888527688,3.929453676263132,-0.8933667485149935,0.1066332514850064,0.4274274274642911,8.557958602905273,0.4550982210270763,-0.0306911849426802,5,3.718522920202158,15.18612080264603,0.5301392104021451,0.6535947712418301,8.356865845202181,4.430302260612139,35.255635561810365
Exp_003,SVR,Inlier,-0.072085432229513,1.2705969516329434,0.1150535690482218,55,0.3618421052631579,8.292940069821995,2.6146122274540597,12.494564589498534,4.188138894259195,-0.9034045057798986,0.0965954942201013,0.4186037709013301,3.461093757535224,0.5439490836039544,0.075567414835422,2,4.193666774075857,20.68216069516185,0.0806718530603863,0.6339869281045751,12.778696479358766,1.030881124686107,32.74812688245945
Exp_003,LSTM,Inlier,-1.7508562331878907,1.8994548112537084,1.2737635103235228,53,0.3486842105263157,10.79559326171875,2.2275253408833557,23.26019694169069,5.41614693203758,-1.1285652066945735,0.1285652066945735,0.941897166989198,4.293681144714356,0.5217184856196392,-0.016430089181034,4,7.826769270966047,31.632118225097656,0.1896887646187384,0.6470588235294117,20.67347701978805,3.921526316257473,15.397980178552691
Exp_003,CNN,Inlier,-0.7753433431573132,1.95136361715111,0.1778365220548398,55,0.3618421052631579,14.910675048828123,4.261285672062321,22.764782522484627,5.3126061836185885,-1.0349080962512172,0.0349080962512171,0.8001139485519473,4.017706871032715,0.0041489333226808,-0.0508905784530071,6,7.242586805421171,25.336505889892575,0.4011950302744213,0.6993464052287581,9.613545836926724,3.856906813090355,17.833640312808843
Exp_003,Transformer,Inlier,-0.954363375804299,1.2736553258218706,-1.0708429033463045,7,0.0460526315789473,3.0216522216796875,1.1075222805926674,10.52420284529659,4.750031782767253,-1.025782779539559,0.0257827795395593,0.3162040695998444,4.4861345291137695,0.5344461593385312,0.0431891043547036,3,4.253352918423732,15.516929998933051,0.2368879500233882,0.6797385620915033,9.745177052340136,2.30851501454382,6.552994010318304
Exp_004,RF,Inlier,0.7904153145048901,2.5232602770332355,0.080414670311048,43,0.2828947368421052,7.995283922128358,1.5737397045015442,9.596482765392834,3.946879110020887,-0.867350538286121,0.132649461713879,0.4067706975097458,0.1782932557896062,0.4253315206662849,0.0961457764801993,1,3.965390216355096,14.542471317095874,0.0858155313485942,0.803921568627451,7.433963484720626,0.637949526467348,35.52612532964075
Exp_004,XGB,Inlier,-1.0075530208618584,1.2505016548990036,-0.559340464278767,27,0.1776315789473684,6.7452392578125,1.0110116820586357,7.542018470081674,3.8556677524646985,-0.923301744625303,0.0766982553746969,0.2686843749027318,11.73866367340088,0.1084393236522171,-0.111994437443345,4,3.3898346737053795,8.983492134093083,1.473773819548064,0.8562091503267973,3.92960036602045,5.791342140727429,32.98090896936154
Exp_004,SVR,Inlier,-1.0788172214270344,1.307045584085722,1.0233409692934612,57,0.375,9.284233288576928,2.806509401984739,13.743354120547004,4.231926146435565,-0.8965144088306786,0.1034855911693214,0.4562947008399271,3.3172507027961444,0.3888497176898735,0.1092340756442483,2,3.2376053898431567,13.002559222728948,0.2039363104261068,0.5947712418300654,5.1859576508296525,1.0576050693362398,32.39936443805188
Exp_004,LSTM,Inlier,1.1503043757039937,1.10279574839457,-1.0356196082396192,53,0.3486842105263157,12.469348907470703,2.308556167702926,22.09325704573022,5.255642718439689,-1.1242536135634875,0.1242536135634875,0.8999550117034766,6.883430480957031,0.3316824089185763,0.0464023240297177,3,8.350602733001152,33.544058203308666,0.141008750107946,0.6666666666666666,24.468476963107044,3.4502693536127964,23.395095754689567
Exp_004,CNN,Inlier,0.2308775543257427,1.509197634341518,-0.8328028248841477,49,0.3223684210526316,7.011528015136719,1.7171357619135004,14.424793644157653,4.562742947916209,-0.860873323714839,0.1391266762851609,0.8614218371599037,2.895176887512207,0.0725864696392269,-0.111994437443345,5,11.243774381696303,28.041470738947808,1.0221477583002536,0.8496732026143791,7.427139441108455,7.5916339303124065,21.88507371283029
Exp_004,Transformer,Inlier,3.2192372694765883,3.360922323996778,1.8764714252844623,17,0.1118421052631579,6.182464599609375,1.179779074693981,11.96077063576457,4.709244628845006,-1.0098253925136509,0.0098253925136506,0.4909767117034113,2.668896198272705,0.0593756855113501,-0.1063215987681447,6,6.200483554660454,24.35433658620656,0.1732544859009521,0.7254901960784313,14.50410165793126,2.512900676200028,20.54322537691486
