experiment,model,val_rmse,train_rmse,gap_ratio,median_r,deviation,outlier,otype
Exp_059,XGB,45.36163015406716,40.47994385485468,1.1205951845367252,28.448740928321605,16.912889225745552,False,Inlier
Exp_059,SVR,32.680525017784284,25.726022562382607,1.2703294859723386,28.448740928321605,4.231784089462678,False,Inlier
Exp_059,LSTM,24.21695683885893,21.34060417885937,1.1347830940442145,28.448740928321605,-4.231784089462675,False,Inlier
Exp_059,CNN,18.915239501533957,9.271860632967256,2.0400694370101364,28.448740928321605,-9.533501426787648,False,Inlier
Exp_059,Transformer,6.238328029430899,3.273188979882228,1.9058869096080602,28.448740928321605,-22.210412898890706,True,Type2
Exp_060,RF,34.22914223838223,22.68437541346608,1.5089303370487712,27.280137399892638,6.949004838489593,False,Inlier
Exp_060,XGB,35.52201912579629,19.036891257759645,1.8659569277792205,27.280137399892638,8.241881725903653,False,Inlier
Exp_060,SVR,33.00488294037129,26.488572033563056,1.246004612802516,27.280137399892638,5.724745540478651,False,Inlier
Exp_060,LSTM,15.346901626268645,7.099552688477271,2.1616716291403826,27.280137399892638,-11.933235773623993,False,Inlier
Exp_060,CNN,21.555391859413984,13.851718925371681,1.5561528482888698,27.280137399892638,-5.724745540478654,False,Inlier
