experiment,model,val_rmse,train_rmse,gap_ratio,median_r,deviation,outlier,otype,val_rmse_zscore,gap_zscore,test_mae,mono_violations,mono_rate,max_jump,mean_abs_diff,mean_rolling_var,mean_ma_dev,slope,slope_dev,slope_consistency,final_pred,mean_err_early,mean_err_late,err_growth_ratio,corr_err_cycle,corr_err_mahal
Exp_002,CNN,21.075926352852427,12.154722926858964,1.7339701184203702,26.765010575946707,-5.68908422309428,False,Inlier,0.029916338290779904,-0.31905024021928957,9.356179146984823,55.0,0.3618421052631579,12.153457641601562,2.601960153956162,20.14046199501399,5.029363679564311,-1.0304022876405305,0.030402287640530545,1.0276364368260198,7.939626216888428,11.690374755859375,4.905380582809448,0.4196084971827618,-0.05894940500318335,-0.32948897908960467
Exp_002,Transformer,14.011442685285726,4.123185192048702,3.398208431749778,26.765010575946707,-12.753567890660982,False,Inlier,1.2706595982232667,1.9291210765918319,2.925410738178328,2.0,0.013157894736842105,2.7274169921875,1.050052655370612,9.204959005901987,4.5921679935560205,-1.0519584763389267,0.051958476338926696,0.14318184923830116,3.4850597381591797,6.82577870686849,1.3567337036132812,0.1987661425718443,-0.8401245662645119,-0.16728524841366854
Exp_003,RF,34.81187800675706,15.2012910578075,2.2900606188233867,25.29088359763415,9.520994409122913,False,Inlier,-0.11906475593977385,-0.20206873454252638,5.111483830841414,47.0,0.3092105263157895,7.669723369224343,1.6598915089649613,9.38505035430169,3.937194787445855,-0.8949777828661524,0.10502221713384763,0.3216833622070668,1.2249608369138643,13.005820523999915,0.8133373957657527,0.06253641546605107,-0.8719979555238615,-0.23271481334263264
Exp_003,XGB,35.255635561810365,21.676448941667154,1.6264488550078362,25.29088359763415,9.964751964176216,False,Inlier,-0.5057730523485551,0.616279515238317,4.818719938689587,38.0,0.25,8.52276611328125,1.356098965594643,9.206001888527688,3.9294536762631322,-0.8933667485149935,0.10663325148500646,0.42742742746429113,8.557958602905273,8.150001271565754,4.6977294921875,0.576408436717334,-0.38980310233523685,0.14532367557888196
Exp_003,SVR,32.74812688245945,25.773811939633788,1.2705969516329434,25.29088359763415,7.457243284825303,False,Inlier,-0.07208543222951305,0.11505356904822187,5.1687109644472695,55.0,0.3618421052631579,8.292940069821995,2.6146122274540593,12.494564589498534,4.188138894259195,-0.9034045057798986,0.09659549422010139,0.4186037709013301,3.461093757535224,12.571831905722341,2.2287391885335484,0.17728038405596958,-0.6728818381902403,-0.1060747834863246
Exp_003,LSTM,15.397980178552691,8.106526192318032,1.8994548112537084,25.29088359763415,-9.892903419081458,False,Inlier,-1.7508562331878907,1.2737635103235228,9.528365746043086,53.0,0.34868421052631576,10.79559326171875,2.2275253408833553,23.260196941690694,5.41614693203758,-1.1285652066945735,0.1285652066945735,0.941897166989198,4.2936811447143555,20.88034159342448,4.475332609812418,0.2143323465178254,-0.7309732208519735,-0.3569336395445914
Exp_003,CNN,17.833640312808843,9.139065705675621,1.95136361715111,25.29088359763415,-7.4572432848253065,False,Inlier,-0.7753433431573132,0.17783652205483988,8.036285489213233,55.0,0.3618421052631579,14.910675048828125,4.261285672062321,22.764782522484627,5.3126061836185885,-1.0349080962512172,0.03490809625121716,0.8001139485519473,4.017706871032715,9.987157948811848,4.50554358959198,0.4511337071752225,-0.032485390108884085,-0.28963714908492166
Exp_003,Transformer,6.552994010318304,5.1450293320838245,1.2736553258218706,25.29088359763415,-18.737889587315845,False,Inlier,-0.954363375804299,-1.0708429033463045,4.523410482344285,7.0,0.046052631578947366,3.0216522216796875,1.1075222805926674,10.52420284529659,4.750031782767253,-1.0257827795395593,0.02578277953955932,0.31620406959984443,4.4861345291137695,9.952041625976562,2.5723302682240803,0.25847261947838424,-0.5864210020807247,-0.36495101446704276
Exp_004,RF,35.52612532964075,14.079453337810705,2.5232602770332355,27.897230096370727,7.628895233270022,False,Inlier,0.7904153145048901,0.08041467031104804,6.433764717867735,43.0,0.28289473684210525,7.995283922128358,1.5737397045015442,9.596482765392834,3.9468791100208866,-0.867350538286121,0.13264946171387904,0.4067706975097458,0.1782932557896062,15.807937172274277,1.2234238018969286,0.07739300761156273,-0.8816248093176766,-0.20243373494809144
Exp_004,XGB,32.98090896936154,26.374142601214903,1.2505016548990036,27.897230096370727,5.0836788729908164,False,Inlier,-1.0075530208618584,-0.559340464278767,3.3285334655661987,27.0,0.17763157894736842,6.7452392578125,1.0110116820586355,7.542018470081674,3.8556677524646985,-0.923301744625303,0.07669825537469699,0.26868437490273184,11.738663673400879,4.474203236897787,5.967092990875244,1.3336660573811039,0.21134413584236658,0.5037811303164262
Exp_004,SVR,32.39936443805188,24.788243679133217,1.307045584085722,27.897230096370727,4.502134341681156,False,Inlier,-1.0788172214270344,1.0233409692934612,5.571532487460247,57.0,0.375,9.284233288576928,2.806509401984739,13.743354120547005,4.231926146435565,-0.8965144088306786,0.10348559116932143,0.4562947008399271,3.3172507027961444,13.559931338383306,2.3676469322388463,0.17460611511629756,-0.6528547871973158,-0.11512210797883196
Exp_004,LSTM,23.395095754689567,21.2143506979853,1.10279574839457,27.897230096370727,-4.50213434168116,False,Inlier,1.1503043757039935,-1.0356196082396192,7.319025887383355,53.0,0.34868421052631576,12.469348907470703,2.308556167702926,22.09325704573022,5.255642718439689,-1.1242536135634875,0.12425361356348752,0.8999550117034766,6.883430480957031,16.094503275553386,4.301808929443359,0.2672843551486026,-0.5926659068739185,-0.16514316948560223
Exp_004,CNN,21.885073712830295,14.501131737049818,1.509197634341518,27.897230096370727,-6.012156383540432,False,Inlier,0.23087755432574278,-0.8328028248841477,14.270996305677626,49.0,0.3223684210526316,7.011528015136719,1.7171357619135004,14.424793644157653,4.562742947916209,-0.860873323714839,0.13912667628516096,0.8614218371599037,2.895176887512207,15.80111312866211,7.858965682983398,0.49736785117548377,-0.5920663328910795,-0.41807274251136733
Exp_004,Transformer,20.54322537691486,6.1123773168565965,3.360922323996778,27.897230096370727,-7.354004719455865,False,Inlier,3.2192372694765883,1.8764714252844625,4.625479355357052,17.0,0.1118421052631579,6.182464599609375,1.179779074693981,11.96077063576457,4.709244628845006,-1.0098253925136507,0.009825392513650666,0.4909767117034113,2.668896198272705,6.238676961263021,1.8716468811035156,0.30000701955316506,-0.17966301056329453,-0.4591779265631238
Exp_005,RF,35.35989909174025,12.405664643218435,2.8503026729059426,30.111402181625287,5.248496910114966,False,Inlier,0.5787527072932511,0.4765732677411501,6.599784598573789,38.0,0.25,8.717907764515353,1.4695634491834677,9.350176300747203,3.9352706701375415,-0.8594279313600466,0.14057206863995342,0.4103069613632411,0.12639855342118345,16.917588319098076,1.3156290777188944,0.07776694011602679,-0.8862184314268284,-0.21475187390815034
Exp_005,XGB,34.41721661908016,26.147311233961037,1.3162812922186002,30.111402181625287,4.30581443745487,False,Inlier,-0.6907191606328129,-0.3536417495232941,5.721667233635397,31.0,0.20394736842105263,7.6465911865234375,1.1029365752872669,7.247452538279237,3.6789104150605283,-0.8655344260711442,0.13446557392885583,0.28052485624644574,14.519415855407715,7.130060068766276,9.47957541147868,1.3295225173494147,0.37090383292077617,0.5102013696664257
Exp_005,SVR,33.00488294037129,26.488572033563056,1.246004612802516,30.111402181625287,2.8934807587460014,False,Inlier,0.6690622736479481,-0.49777906688613827,4.922211312783627,59.0,0.3881578947368421,9.111535432467434,2.7086237380605467,12.383688995814023,4.1984497168956665,-0.9123459802816548,0.08765401971834519,0.3962984310553451,3.5094623718820515,11.856085446778772,2.108660669139839,0.177854712552932,-0.6720026825816474,-0.11708450486811325
Exp_005,LSTM,20.932732520420846,16.188385103396183,1.293071074521778,30.111402181625287,-9.178669661204442,False,Inlier,0.25701839627403145,-0.4840428465817075,6.518266839918748,47.0,0.3092105263157895,11.610721588134766,2.1529738181515743,17.657481545458023,4.64650957377351,-1.1066275207188534,0.1066275207188534,0.6829166882371392,4.597985744476318,8.837547810872396,5.389579264322917,0.6098500828128347,-0.3030681422682586,-0.07303779603508183
Exp_005,CNN,27.217921422879286,18.14500175991139,1.500023079800032,30.111402181625287,-2.8934807587460014,False,Inlier,1.555352691672822,-0.8537727008373969,7.964504042482065,52.0,0.34210526315789475,9.395423889160156,2.1497101093593396,18.155207923283424,4.7966866460476245,-0.9925150949020999,0.007484905097900119,0.9349501467021611,5.237540245056152,4.545342000325521,5.573883056640625,1.2262846351806846,-0.1412214571488902,-0.33228031867367575
Exp_005,Transformer,11.091662917123376,6.160671137625088,1.800398474345307,30.111402181625287,-19.01973926450191,True,Type2,0.3996236299707286,-0.32705802555698255,4.51515166042677,5.0,0.03289473684210526,3.07000732421875,1.0842963911985095,10.635379473707289,4.73773003727312,-1.0939446609275187,0.09394466092751874,0.32159053140367777,1.8552377223968506,7.491310373942057,6.25336993932724,0.8347498137414121,-0.06391355554013059,0.15063021584388653
Exp_006,RF,34.44634306539539,18.73863913293123,1.8382521175115372,27.508118220284032,6.938224845111357,False,Inlier,-0.5845152148611844,-0.7493611481425209,4.651042376239076,41.0,0.26973684210526316,7.153214016559609,1.3485269969092997,8.414301589882465,3.888868621330971,-0.9042863136722205,0.09571368632777955,0.30979667707672753,1.1121485496451833,11.48991899535397,1.0027463316385998,0.08727183647196012,-0.8522196449703897,-0.2066342198631346
Exp_006,XGB,36.03216810950841,21.839042014326445,1.6498969179083613,27.508118220284032,8.52404988922438,False,Inlier,-0.3344784103344523,0.6896036714465574,7.78651471231498,40.0,0.2631578947368421,9.866630554199219,1.4046563662980731,7.5853414800519685,3.5180902221957506,-0.816503356069403,0.18349664393059695,0.3356712908546418,15.570231437683105,12.646439361572266,9.790440273284911,0.7741657547526261,-0.1981260307287223,0.3732414960781242
Exp_006,SVR,32.466045567796336,24.845893526191073,1.3066966391678587,27.508118220284032,4.957927347512303,False,Inlier,-0.8863365970657269,1.0146453818064556,5.680806313444435,54.0,0.35526315789473684,9.214486319332792,2.630997248623068,12.978754331920523,4.168270382575141,-0.8933800904135772,0.10661990958642276,0.4412107327101346,1.7343909616324993,14.087516390038749,2.094560960345356,0.14868206022648645,-0.6905441128199512,-0.13974776994724739
Exp_006,LSTM,21.059754144550364,16.079428928539993,1.3097327173834266,27.508118220284032,-6.448364075733668,False,Inlier,0.3030987772430964,-0.435743494266396,6.49623425801595,54.0,0.35526315789473684,11.115619659423828,2.2068752175883244,20.486566285462263,5.11201117918543,-1.0715519593909233,0.07155195939092329,0.8651530748693191,7.782101631164551,11.32828623453776,4.70710989634196,0.41551826983245616,-0.4194799242754744,-0.22566091643548586
Exp_006,CNN,22.550190872771733,12.673903823793426,1.7792616376366217,27.508118220284032,-4.9579273475123,False,Inlier,0.3960671846437709,-0.21552940600283593,6.741169164383334,49.0,0.3223684210526316,8.139724731445312,2.2385176043761406,16.627962996777978,5.066547880591736,-0.9652048626949141,0.03479513730508588,0.8079109547026757,2.554086685180664,5.923734537760416,4.622884058952332,0.7804002744356778,0.025492877009552495,-0.26474180296220157
Exp_006,Transformer,8.112535041063333,4.549866416563165,1.7830270821865806,27.508118220284032,-19.3955831792207,True,Type2,-0.4891172135570972,-0.35158720800582427,2.5319936041738473,8.0,0.05263157894736842,3.32061767578125,1.0524938498672687,9.365289507193483,4.463997678287248,-0.9803675817613774,0.019632418238622606,0.2718314042166617,3.683807134628296,1.8757123311360677,1.4981682459513346,0.7987196229839439,0.2031983059841624,-0.39279490056063293
Exp_007,RF,35.841982175332184,11.782723930960534,3.04190969637785,26.479793186418362,9.362188988913822,False,Inlier,1.1926086403546483,0.7086739697734709,6.806571066954794,40.0,0.2631578947368421,9.049395640148305,1.486394243186362,9.7386780793697,3.9892757466670647,-0.8600186183813655,0.1399813816186345,0.4529028813016357,0.033163128752112844,16.552683588962072,1.4318152985422876,0.08650049346059353,-0.8930008658571895,-0.22252813580015202
Exp_007,XGB,36.63357974644387,31.949565243337524,1.1466065177235272,26.479793186418362,10.153786560025509,False,Inlier,-0.20181353832443352,-0.88422970139185,10.671819325366052,47.0,0.3092105263157895,10.392311096191406,1.5701594603689093,6.7340082161987525,3.078332251999831,-0.770356678798783,0.229643321201217,0.2861333117325954,32.0697021484375,8.477897644042969,21.04810930887858,2.48270387218795,0.7168029099577795,0.6046032934579534
Exp_007,SVR,32.50359380743092,25.109428267145127,1.294477654433925,26.479793186418362,6.023800621012555,False,Inlier,-0.7779504818899632,0.710152479583044,5.409250333691559,57.0,0.375,8.799390769833863,2.6911595213777537,13.079097260259353,4.193562093302388,-0.8991238463928948,0.10087615360710522,0.4385252697878847,2.750242197889065,13.231600961176786,2.271716604409095,0.17168871787129936,-0.6652162909149594,-0.1151689356816961
Exp_007,LSTM,20.455992565405804,15.210051696408591,1.3448996080819298,26.479793186418362,-6.023800621012558,False,Inlier,0.08406864145222437,-0.3338004831368806,5.162416651358012,48.0,0.3157894736842105,10.566749572753906,2.3349699001563224,20.162312224677574,5.010277363976721,-1.062983215565372,0.06298321556537201,0.8221335326396886,5.728187084197998,6.658226013183594,4.294549973805745,0.6449991281915541,-0.10754521050627243,-0.16940464127716717
Exp_007,CNN,14.798556819350557,7.594657184430607,1.9485483623524538,26.479793186418362,-11.681236367067806,False,Inlier,-1.529141847337941,0.17140181793512935,9.934572805766187,43.0,0.28289473684210525,12.525360107421875,2.8183193520495764,24.519361789982902,5.843172794274367,-1.129240571860596,0.129240571860596,0.9885185248026109,2.3111448287963867,17.035377502441406,6.145246378580729,0.36073438218202264,-0.2957619472368418,-0.28942062674252234
Exp_007,Transformer,17.216426297947443,4.249304546227172,4.051586821008954,26.479793186418362,-9.26336688847092,False,Inlier,2.226778287286356,2.8517205764953366,6.275345040302651,7.0,0.046052631578947366,3.076934814453125,1.0950396625619185,10.138602100912141,4.674101713802177,-1.0735569945907577,0.07355699459075771,0.2930123106597814,2.335808753967285,9.318728637695312,1.2604705413182578,0.13526207171861532,-0.8178060320917934,-0.57917483226654
Exp_008,RF,35.0100020002264,17.134960332714872,2.0431913071536942,26.186491221352835,8.823510778873565,False,Inlier,0.13321455651151687,-0.5011106981956609,5.789391568082683,34.0,0.2236842105263158,9.135121147435747,1.3316554704490597,8.784020302243961,3.881586823849161,-0.8813841222221553,0.11861587777784466,0.403135616977771,0.2847125433750771,14.25918178871688,1.1872707569544467,0.08326359636525006,-0.8861082548081853,-0.2218865171563149
Exp_008,XGB,38.443606603333606,26.341201315026428,1.4594477352634376,26.186491221352835,12.257115381980771,False,Inlier,0.1974587180747928,0.0940523170668595,12.382461036731994,38.0,0.25,6.756126403808594,1.1028428705115068,5.226726675966645,3.0173507232539367,-0.7047511933644349,0.2952488066355651,0.25394326211086865,27.095613479614258,15.641944630940754,20.62022139231364,1.318264568685759,0.40813903539469254,0.6019218135631571
Exp_008,SVR,32.45409479904099,24.825474053205102,1.3072900331927797,26.186491221352835,6.267603577688153,False,Inlier,-0.9208334845726209,1.0294325570705702,5.595758459339268,55.0,0.3618421052631579,9.273721987132049,2.724862964602916,13.330734861699524,4.204414772092266,-0.8946034656714694,0.10539653432853058,0.44276609172601517,1.872720757723613,13.829299691959106,2.172497966546255,0.1570938525404457,-0.6822826842573151,-0.1300991091160206
Exp_008,LSTM,18.581807483017833,11.721832927810395,1.585230534973071,26.186491221352835,-7.604683738335002,False,Inlier,-0.5958404936641328,0.36287920244798033,5.95410237281151,52.0,0.34210526315789475,11.239219665527344,2.1139928541685404,20.496408687407037,5.153042494680565,-1.0851415123807926,0.0851415123807926,0.8210140961218253,4.393324851989746,10.197844696044921,4.829217783610026,0.47355278762805286,-0.2738265786251245,-0.19782531687589439
Exp_008,CNN,19.918887643664682,12.057206805969368,1.6520316823132781,26.186491221352835,-6.267603577688153,False,Inlier,-0.2574477655780792,-0.5063333211797119,9.037125593696544,43.0,0.28289473684210525,6.398323059082031,2.0691605241675126,15.65194969304782,4.953156012911955,-0.9118552770784998,0.08814472292150022,0.7984165378501367,4.372528076171875,6.3245691935221355,2.7449954986572265,0.43402094508962846,0.05708736505405736,-0.2854025039693324
Exp_008,Transformer,16.67253762155562,5.043739124083109,3.305590795119977,26.186491221352835,-9.513953599797215,False,Inlier,2.064524063516352,1.7983408324919556,6.356627455723831,7.0,0.046052631578947366,3.971160888671875,1.2754700356408168,14.513454389681561,5.323443288712323,-1.1668611625388567,0.16686116253885674,0.4909603536668662,1.189978837966919,15.74672139485677,5.082858200867971,0.32278834897835595,-0.5548142723235817,-0.0944705162481111
Exp_009,RF,34.51347581019367,22.400131630120615,1.540771115995796,27.65517774050035,6.858298069693319,False,Inlier,-0.4990323694767919,-1.1097109309530897,4.422326573765012,22.0,0.14473684210526316,6.657039523576557,1.0555989270573567,8.038250476407683,3.864570144732164,-0.9032928552846576,0.09670714471534236,0.34256733137476725,1.5021062712652578,12.004222933389089,0.815737159491311,0.0679541827919892,-0.8388120125639225,-0.14162603385428843
Exp_009,XGB,46.3165642194426,41.51600871341304,1.1156314312189308,27.65517774050035,18.661386478942248,True,Type1,1.9341476185482773,-0.981091522816592,22.193418216082005,48.0,0.3157894736842105,7.108734130859375,1.1889449671695107,3.3985898755693795,2.0799270758899446,-0.5126274411376315,0.4873725588623685,0.205009212869546,54.127845764160156,17.200346120198567,43.64293899536133,2.5373291147967607,0.7935114298617447,0.5907156229425341
Exp_009,SVR,32.43074262216253,24.81094208852386,1.3071145185237913,27.65517774050035,4.775564881662184,False,Inlier,-0.9882414844518445,1.0250587918104643,5.578708550294594,56.0,0.3684210526315789,9.185766812491522,2.7165921202305205,13.29789286369668,4.195841339717986,-0.8952505244972708,0.10474947550272917,0.4442887524564389,2.6610615792285444,13.773461949224505,2.2128438821465655,0.16065996263714633,-0.6739471697433503,-0.1249371844776189
Exp_009,LSTM,22.87961285883816,17.621909878434625,1.2983616995362017,27.65517774050035,-4.775564881662188,False,Inlier,0.9632996165800745,-0.46870619798938673,7.4306901062236115,58.0,0.3815789473684211,14.181198120117188,3.118698653421904,28.72738044852891,5.323624674501429,-1.1201156230452336,0.1201156230452336,0.8378127647696273,3.3972983360290527,16.047728983561196,5.058023015658061,0.31518621861319723,-0.54349638554511,-0.14895964035701545
Exp_009,CNN,21.904980153325365,14.095969826742866,1.5539888650844902,27.65517774050035,-5.750197587174984,False,Inlier,0.23582155178119563,-0.7304254780357261,12.781785689148249,44.0,0.2894736842105263,9.097908020019531,2.7701366622197,23.298784941882207,5.815777532709796,-1.1411118797567765,0.14111187975677653,1.0386813395496115,1.9560582637786865,24.01534983317057,6.742465011278788,0.2807564769248514,-0.28099951533457934,-0.2884017517168739
Exp_009,Transformer,16.272627350213188,5.124309772439689,3.1755744818029945,27.65517774050035,-11.382550390287161,False,Inlier,1.9452218359267264,1.6147519847163925,3.056888557727041,9.0,0.05921052631578947,3.5716400146484375,1.1536390310839604,11.875245726252595,4.843217218812663,-1.0337943016748616,0.03379430167486164,0.455293942961932,0.8637404441833496,6.441426849365234,2.199190151691437,0.34141351025482103,-0.5589917653220139,0.039388162282592676
Exp_010,RF,35.793577932813,10.113704126713065,3.539116577305475,28.81156574291882,6.982012189894181,False,Inlier,1.1309735561397982,1.3109591262751688,6.981422852824411,47.0,0.3092105263157895,9.54645198241645,1.6188544179117976,9.69230000293765,3.8943072034675232,-0.8551653266090804,0.1448346733909196,0.42147977562571365,0.0805562307910996,17.794910033047504,1.3985151148775892,0.07859073815379575,-0.8806686067508176,-0.22943100671564903
Exp_010,XGB,36.20794637727159,21.53025640622909,1.681723881690326,28.81156574291882,7.39638063435277,False,Inlier,-0.2957036345190529,0.789129388086055,7.330858218124489,51.0,0.3355263157894737,9.448234558105469,1.9781093660153841,8.986025604710381,3.6103818887892025,-0.8307929859708681,0.16920701402913185,0.31430380112664014,13.13903522491455,12.15242182413737,8.880433654785156,0.7307542301688928,-0.17732235130613672,0.284567935965674
Exp_010,SVR,32.97124236538622,26.461319450081106,1.2460165649557267,28.81156574291882,4.159676622467398,False,Inlier,0.5719559573360444,-0.4974812233338144,5.006428070854315,60.0,0.39473684210526316,8.866483421195426,2.738224875169438,12.683320790498534,4.216771712889802,-0.9131343321604812,0.08686566783951877,0.41670954922214226,4.2456621912786545,11.803609880247041,2.295936066065512,0.19451134774520856,-0.6494925669269385,-0.10674119387226634
Exp_010,LSTM,24.651889120451422,21.96943969512145,1.1220991278136982,28.81156574291882,-4.159676622467398,False,Inlier,1.60623868996412,-0.9796622977161386,6.425972106410008,58.0,0.3815789473684211,11.715858459472656,2.766363595661364,25.889492690349464,5.440179038282771,-1.0979125614999492,0.0979125614999492,0.9854034878870158,7.610740661621094,12.261481221516927,5.022146717707316,0.40958727799495026,-0.4078087301983685,-0.15569027447888256
Exp_010,CNN,16.923956041243358,7.61737680053239,2.2217564503387197,28.81156574291882,-11.887609701675462,False,Inlier,-1.0012740777353508,0.7958615329643416,6.092859509723638,54.0,0.35526315789473684,9.130355834960938,2.469937958215412,17.45938772809356,4.9765154134807945,-1.0156537570878021,0.015653757087802145,0.7362435677941761,1.1386189460754395,4.636145782470703,4.5705035130182905,0.9858411981563205,0.16374643639627784,-0.24364630544022292
Exp_010,Transformer,10.767555982711226,4.209652055148387,2.5578256448873367,28.81156574291882,-18.044009760207594,True,Type2,0.3029352425411766,0.74246300581311,4.93750582645142,1.0,0.006578947368421052,2.696533203125,1.12001727756701,11.525285891532622,4.878915548393842,-1.0456787953729794,0.045678795372979364,0.4043479201978411,2.9708595275878906,6.934937032063802,1.9641228596369424,0.28322144102473984,-0.5201977895369126,-0.42257031743885315
Exp_011,RF,35.32125702404675,16.008251181213097,2.206440705122052,26.343140105820744,8.978116918226007,False,Inlier,0.5295481960237891,-0.3033606408739632,5.774174273012923,33.0,0.21710526315789475,8.296759890270373,1.329065710635316,8.923315572446565,3.909634544699149,-0.8838279044450174,0.11617209555498265,0.411571180946811,0.13768051084145022,13.24242095821207,1.3419417002584884,0.10133658373292424,-0.8591044615973271,-0.1667235590450329
Exp_011,XGB,34.64224595891734,25.884953597677285,1.3383159381837126,26.343140105820744,8.299105853096599,False,Inlier,-0.6410801334930655,-0.28473747245813014,5.7894059848162085,26.0,0.17105263157894737,6.86541748046875,1.0625255045137907,7.030928035794754,3.641978546623027,-0.8612854857065972,0.13871451429340276,0.28070535694801413,14.760661125183105,7.503231048583984,9.645424207051596,1.285502758024743,0.34429903016059604,0.4846803802846215
Exp_011,SVR,32.97135945131538,26.475338617193678,1.2453611992672697,26.343140105820744,6.628219345494635,False,Inlier,0.5722939356041898,-0.5138127111653445,4.92933553381511,60.0,0.39473684210526316,8.884516840620094,2.7016893485251363,12.440239947316073,4.202123820950139,-0.9133972565320214,0.08660274346797858,0.4062681735959117,3.4540958756567193,11.74878568337709,2.2102463255268474,0.1881255122947762,-0.6564502065656961,-0.11330161512760048
Exp_011,LSTM,17.435651783773384,11.785308381724414,1.4794395885992266,26.343140105820744,-8.90748832204736,False,Inlier,-1.0116381315308607,0.05620871184217254,5.639849276324503,61.0,0.40131578947368424,10.571868896484375,2.372431030398921,20.67551129792283,4.915386873870139,-1.0317884446078749,0.03178844460787489,0.8961960453651513,4.531017780303955,3.902837117513021,6.570408089955648,1.6834953373976482,0.2473958422624037,0.023029745739310624
