experiment,model,val_rmse,train_rmse,gap_ratio,median_r,deviation,outlier,otype,val_rmse_zscore,gap_zscore,test_mae
Exp_020,CNN,15.06899314630408,7.59647147936248,1.9836832386249832,25.33779961705107,-10.268806470746988,False,Inlier,-1.4619758207119684,0.2517080599151738,8.040601837868785
Exp_020,Transformer,12.07231349716483,4.661912790092362,2.589562276416083,25.33779961705107,-13.265486119886239,False,Inlier,0.6921737520100445,0.7872765485601267,6.384325843231351
Exp_021,RF,35.21365702107676,10.622579568085952,3.3149817137516435,28.042252658735535,7.171404362341228,False,Inlier,0.3925367503443106,1.0394562437704995,6.060715112366289
Exp_021,XGB,32.971626799843,24.877565184553706,1.3253558599985034,28.042252658735535,4.929374141107466,False,Inlier,-1.0096005665951393,-0.32526477747922045,3.001879043828428
Exp_021,SVR,32.45409479904099,24.825474053205102,1.3072900331927797,28.042252658735535,4.411842140305453,False,Inlier,-0.9208334845726209,1.0294325570705702,5.595758459339268
Exp_021,LSTM,19.0792558914412,9.983804558112595,1.9110205714051025,28.042252658735535,-8.962996767294335,False,Inlier,-0.41537821151577586,1.3072907398401505,9.985261113035913
Exp_021,CNN,23.630410518430086,16.23819620873209,1.4552361736904516,28.042252658735535,-4.411842140305449,False,Inlier,0.6643523750969625,-0.9561401630614091,8.478348602656446
Exp_021,Transformer,4.97244432451735,3.195401589193938,1.5561250083034739,28.042252658735535,-23.069808334218184,True,Type2,-1.4258768923217986,-0.6719830817184205,1.0965194857977574
Exp_022,RF,35.27607086244913,16.39953456937193,2.1510409770001258,28.296106256074154,6.979964606374978,False,Inlier,0.47201082470119515,-0.37046838857812825,5.378431194386455
Exp_022,XGB,34.55833567249912,26.68444892541581,1.2950739874408186,28.296106256074154,6.262229416424965,False,Inlier,-0.6595898308855559,-0.4199588578865184,5.914045246597988
Exp_022,SVR,32.680525017784284,25.726022562382607,1.2703294859723386,28.296106256074154,4.38441876171013,False,Inlier,-0.2672238345111211,0.10838841666314102,5.164058546551022
Exp_022,LSTM,23.911687494364028,20.831467608514995,1.147863796432181,28.296106256074154,-4.384418761710126,False,Inlier,1.3377113966172076,-0.9049747763699865,6.322478225807738
Exp_022,CNN,20.1032870665199,12.543403648836955,1.6026979302690232,28.296106256074154,-8.192819189554253,False,Inlier,-0.2116500109464091,-0.6190933092530734,11.859721620098439
Exp_022,Transformer,14.7111267952837,4.318720877917709,3.4063620250393996,28.296106256074154,-13.584979460790453,False,Inlier,1.4793911035472374,1.9406343148854195,4.046670544381235
Exp_023,RF,35.17745990231441,17.19524139208113,2.0457671457008204,27.371296127442335,7.806163774872076,False,Inlier,0.3464454916624224,-0.497990489320867,5.422727339160045
Exp_023,XGB,35.460749028745674,21.471271572258768,1.6515439669889667,27.371296127442335,8.08945290130334,False,Inlier,-0.4605272503598181,0.6947541388681643,4.994252968457789
Exp_023,SVR,32.43074262216253,24.81094208852386,1.3071145185237913,27.371296127442335,5.0594464947201985,False,Inlier,-0.9882414844518445,1.0250587918104643,5.578708550294594
Exp_023,LSTM,22.31184963272214,17.28900248520989,1.290522669067178,27.371296127442335,-5.059446494720195,False,Inlier,0.7573288148449735,-0.4914302533288116,6.301508143057231
Exp_023,CNN,17.278364219948237,8.941257780549792,1.9324310565717524,27.371296127442335,-10.092931907494098,False,Inlier,-0.9132526590320663,0.1345632007146853,5.612714736290227
Exp_023,Transformer,7.327759040202505,3.193940481339601,2.2942691271219617,27.371296127442335,-20.04353708723983,True,Type2,-0.7232335435710525,0.37030941842197423,3.0244852826486226
Exp_024,RF,35.57859395742514,12.19401634655083,2.9177092228098265,27.945138639951963,7.633455317473178,False,Inlier,0.8572257452403165,0.5582253244913659,6.355023550461731
Exp_024,XGB,36.6316286930178,30.189409594428245,1.213393345054967,27.945138639951963,8.686490053065839,False,Inlier,-0.20224391950956166,-0.6753814148328098,10.736852022557477
Exp_024,SVR,32.97135945131538,26.475338617193678,1.2453611992672697,27.945138639951963,5.026220811363416,False,Inlier,0.5722939356041898,-0.5138127111653445,4.92933553381511
Exp_024,LSTM,22.918917828588544,20.78977004620827,1.102413243515822,27.945138639951963,-5.0262208113634195,False,Inlier,0.9775585114138267,-1.0367284267429555,4.792901515960693
Exp_024,CNN,19.7407282058605,9.371439753668623,2.1064776304124058,27.945138639951963,-8.204410434091464,False,Inlier,-0.3016957468978394,0.532373802528965,13.39001748764437
Exp_024,Transformer,8.592598910834862,3.4846014795982985,2.465877076946374,27.945138639951963,-19.3525397291171,False,Inlier,-0.34590336496855073,0.6126275166176978,4.010818637274449
Exp_025,RF,35.574189636215024,11.456189493141316,3.105237536225537,28.83770806444081,6.736481571774213,False,Inlier,0.8516175445007378,0.7853853335873009,7.141688336137983
Exp_025,XGB,38.523899339403584,26.39156627613853,1.4597049275637077,28.83770806444081,9.686191274962773,False,Inlier,0.21517042316971932,0.09485658002370013,12.504867690840578
