experiment,model,outlier_type,shap_inlier_val_rmse,shap_type1_val_rmse,shap_type2_val_rmse,shap_inlier_mean_abs_diff,shap_type1_mean_abs_diff,shap_type2_mean_abs_diff,shap_inlier_slope,shap_type1_slope,shap_type2_slope,shap_inlier_slope_dev,shap_type1_slope_dev,shap_type2_slope_dev,shap_inlier_max_jump,shap_type1_max_jump,shap_type2_max_jump,shap_inlier_slope_consistency,shap_type1_slope_consistency,shap_type2_slope_consistency,shap_inlier_val_rmse_zscore,shap_type1_val_rmse_zscore,shap_type2_val_rmse_zscore,shap_inlier_final_pred,shap_type1_final_pred,shap_type2_final_pred,shap_inlier_mean_abs_div,shap_type1_mean_abs_div,shap_type2_mean_abs_div,shap_inlier_late_div,shap_type1_late_div,shap_type2_late_div,shap_inlier_gap_ratio,shap_type1_gap_ratio,shap_type2_gap_ratio,shap_inlier_max_abs_div,shap_type1_max_abs_div,shap_type2_max_abs_div
Exp_002,CNN,Inlier,0.15749484805087582,-0.0648140891951032,-0.19810552872812506,0.08061962761145043,-0.013788083387514782,-0.06880541501643175,0.0080044260058526,-0.04429790205969418,-0.006210936194535759,0.01500508334073344,-0.03499870655253833,-0.003359933694409934,0.07617020511646215,-0.004611070628574084,-0.06731812618097505,0.03590519009843894,-0.014945865700236835,-0.027952512042448134,0.02447461935704195,-0.030638419044961368,-0.017692228718139153,0.04243835805632452,-0.059231810304103766,-0.05981861959364428,0.014628692797988271,-0.07620088150929205,-0.01652130869906561,0.028460796218869096,-0.04445382079985777,-0.0261246747734503,0.0028556046981175246,-0.015663378160799112,-0.0022596877643597715,0.009827250979590335,-0.0759249789661879,-0.001443939525867596
Exp_002,Transformer,Inlier,0.1993828669526328,-0.06015904176029879,-0.23388929280135817,-0.04097488794496565,-0.014970110161969615,0.03939642222583924,0.011026763627995336,-0.04334641401234664,-0.00632107998360755,0.018295591478709555,-0.03228144519927713,-0.009568095853132804,-0.06180579595664025,-0.006527611966505508,0.05204752931870578,0.0018766222897732552,-0.02920505970506175,-0.021799800484435774,0.07718830975435688,-0.029409620504278238,-0.09783729786851088,0.014457174887059707,-0.05563163604349937,-0.014576685309509152,0.033495860778052874,-0.07347873602618005,-0.031581885577369496,0.015960541350628646,-0.04538381543973018,-0.00721864388727998,0.07419272973428474,-0.014925935582383157,-0.06757533869923155,0.02767644625560419,-0.07424957990733284,-0.012759865301754186
Exp_003,RF,Inlier,0.15898464623412192,-0.0648140891951032,-0.1873319547553208,0.0743468079031688,-0.013787384957615575,-0.06603050359902495,0.06049696307870369,-0.04411759069267264,-0.08954689726430966,0.020829477248502492,-0.03499870655253833,-0.019163512346751132,0.09986995694451849,-0.004691418447846413,-0.09823302069021454,0.004633324021285023,-0.014945865700236835,-0.0017669554298658063,0.01275176267137447,-0.030779081811908957,-0.003472728239201898,0.006169542062794152,-0.059231810304103766,-0.0005262211676765258,0.011280075560001704,-0.07620088150929205,-0.004019271600944479,0.020567382393010526,-0.04445382079985777,-0.015847431411668337,0.0043529260288667415,-0.015804040927746697,-0.003251152531362194,0.020175828106719956,-0.07574431540994113,-0.007143052881395669
Exp_003,XGB,Inlier,0.1371510696321156,-0.06481360840095315,-0.16920937188388246,0.05659903168560899,-0.013465771403301382,-0.04482463494430533,0.05928340509409726,-0.044298254248919394,-0.08291027276872304,0.01711125370071913,-0.03499870655253833,-0.014450182155914646,0.08352006906963355,-0.004330091335352892,-0.0703012783412491,0.015198027392205592,-0.014945865700236835,-0.004971701541285642,0.011845186801900632,-0.030779081811908957,-0.0020340242812403684,0.03966736336360436,-0.059231810304103766,-0.05515722474217549,0.011624975727312067,-0.07636249569481188,-0.003662561600304302,0.03177337669374118,-0.04445268677728234,-0.03761494393620914,0.004752185747719783,-0.015965655113266534,-0.0022878111464127967,0.02651769746772812,-0.0759249789661879,-0.00890869457603348
Exp_003,SVR,Inlier,0.1551845257948739,-0.0648140891951032,-0.19127339910568936,0.07777590311200185,-0.013787384957615575,-0.06881185237675835,0.05852388795868978,-0.044298254248919394,-0.0866201975090584,0.01924082770420965,-0.03499870655253833,-0.017552824376017507,0.09902918723885452,-0.004330091335352892,-0.0958107049331844,0.016057814022570057,-0.014945865700236835,-0.004746119610750579,0.016832184046520458,-0.030779081811908957,-0.008121780535292573,0.0058127894141573756,-0.059231810304103766,-0.0008243226026032051,0.011965832875466566,-0.07620088150929205,-0.003890672360123301,0.013210901215723561,-0.04445382079985777,-0.006443848691948027,0.00435463181311313,-0.015804040927746697,-0.006072116743302932,0.019055157180205576,-0.0759249789661879,-0.006164863073007421
Exp_003,LSTM,Inlier,0.14095128111869154,-0.0648140891951032,-0.15513594611174722,0.0859364098828712,-0.013788083387514782,-0.08565605153242116,-0.041552303013378325,-0.04429790205969418,0.04460252509439037,0.010585364690864744,-0.03499870655253833,-0.005884221065549531,0.08216623142248411,-0.004611070628574084,-0.08154322963084996,0.045817391252667365,-0.014945865700236835,-0.04359432794209803,0.0036688703406973404,-0.030638419044961368,-0.008031337896371886,0.01932591604918267,-0.059231810304103766,-0.011815487528137556,0.006075359605278533,-0.07620088150929205,-0.006601676640501754,0.027719025620264726,-0.04445382079985777,-0.02932656996734529,0.004239230590961527,-0.015663378160799112,-0.01075148306036453,0.008612947370143611,-0.0759249789661879,-0.0031706572083192355
Exp_003,CNN,Inlier,0.15643080260810283,-0.0648140891951032,-0.185655063936426,0.09758762134740458,-0.013788083387514782,-0.09409234958618043,0.010308536267243689,-0.04429790205969418,-0.01649507886254364,0.01780464963146011,-0.03499870655253833,-0.016045110874842217,0.08559624764267125,-0.004611070628574084,-0.08590710883814448,0.0389937678451349,-0.014945865700236835,-0.03391382168898307,0.005292501856467527,-0.030638419044961368,0.0009261239516555605,0.00827885704828129,-0.059231810304103766,-0.001917806428172444,0.02395207896528761,-0.07620088150929205,-0.022149624884313455,0.024661767813472457,-0.04445382079985777,-0.024294760039028807,0.002415333169006578,-0.015663378160799112,-0.002992945058686445,0.017133245216583153,-0.0759249789661879,-0.007768055842912215
Exp_003,Transformer,Inlier,-0.1723308161650579,-0.06440709220071769,0.16880854284167401,-0.07750089914768997,-0.013972121225637102,0.0688033443502492,-0.020784775366882863,-0.04608990920406693,0.02439582198078558,0.0010420409729121195,-0.035157834015384005,0.014044060397613006,-0.08686888464059665,-0.005817723565817389,0.08436624923984042,0.0014180460839825608,-0.01456933714776882,0.0008028860223347318,-0.0034361330832745887,-0.029950983873065495,0.012122908909673744,0.11659447084074653,-0.05844109939507923,-0.10179283263511565,0.008809023851084594,-0.07653037973137244,-0.0006248751459548271,-0.0007218974707652494,-0.043789468057880435,0.004408197293626132,0.006420765413075916,-0.015463170583774931,-0.010522558324817485,0.021779834750800576,-0.07537988730829893,-0.01560283321259231
Exp_004,RF,Inlier,0.13018450012683425,-0.0648140891951032,-0.15825636582772099,0.06343127944777747,-0.013787384957615575,-0.053516084226185014,0.051332910919244086,-0.04411759069267264,-0.07780329237396266,0.015087974391701595,-0.03499870655253833,-0.017246033187327422,0.08257394675229708,-0.004691418447846413,-0.08013279045016579,0.01776385334609224,-0.014945865700236835,-0.005365821019441034,0.030955535359523112,-0.030779081811908957,-0.03226237422660276,0.0420642616212891,-0.059231810304103766,-0.03552899869665731,0.012588197229996595,-0.07620088150929205,-0.004550160322569338,0.019658005436829735,-0.04445382079985777,-0.015937848862328737,0.00830912104200407,-0.015804040927746697,-0.00685082717795218,0.023094056702796968,-0.07574431540994113,-0.00888210554682303
Exp_004,XGB,Inlier,0.16052341686507765,-0.06669481256025149,-0.1877630773101882,-0.028325289836809587,-0.014212713429813947,0.02541084460911186,0.059116600127447974,-0.04454256823936904,-0.07414483679226794,0.02216525474339396,-0.03512449127354497,-0.01598379863560539,0.1061312407122746,-0.0047724328897133786,-0.07751277426458687,-0.014375970947694931,-0.008106276574238727,0.005979658651273422,0.015529793939591894,-0.03175650578906902,0.0015400728077860433,0.053136360374416616,-0.06012101300936192,-0.07405535609637967,0.017098925131546445,-0.0765940854952967,-0.003330602729855097,0.06186628598101666,-0.044451530582415896,-0.07973607751573443,0.009456587493442515,-0.016040503447450477,-0.007983470312110882,0.0317749184387419,-0.07715207301833776,-0.0058937329359071994
